-3.288738e-01	-1.265802e-02	
-3.409303e-01	-1.252789e-02	
-3.527047e-01	-1.223486e-02	
-3.641537e-01	-1.186786e-02	
-3.751733e-01	-1.141471e-02	
-3.856960e-01	-8.267698e-03	
-3.904024e-01	6.263472e-02	
-2.591118e-01	2.032190e-01	
1.711168e-02	2.623404e-01	
2.661432e-01	1.993456e-01	
4.159243e-01	4.591574e-02	
3.578238e-01	-8.526250e-02	
2.453541e-01	-3.761296e-02	
2.827571e-01	6.590715e-02	
3.772596e-01	8.189456e-02	
4.464657e-01	-1.255354e-02	
3.519461e-01	-1.108580e-01	
2.247151e-01	-4.742358e-02	
2.572957e-01	6.307167e-02	
3.509959e-01	8.181796e-02	
4.208988e-01	-1.414891e-02	
3.225382e-01	-1.824982e-01	
5.592120e-02	-2.591761e-01	
-1.953104e-01	-2.073161e-01	
-3.577508e-01	-1.251303e-01	
-4.443155e-01	-6.200613e-02	
-4.803502e-01	4.179069e-02	
-3.592558e-01	1.976009e-01	
-8.389022e-02	2.631618e-01	
1.678254e-01	2.025265e-01	
3.214630e-01	4.999371e-02	
2.678337e-01	-8.094847e-02	
1.596844e-01	-3.344672e-02	
2.012552e-01	6.990828e-02	
2.997403e-01	8.570424e-02	
3.727240e-01	-1.159375e-02	
2.764805e-01	-1.804635e-01	
1.189952e-02	-2.572307e-01	
-2.373975e-01	-2.054764e-01	
-3.980167e-01	-1.234009e-01	
-4.828706e-01	-6.037311e-02	
-5.172800e-01	4.334704e-02	
-3.946311e-01	1.990878e-01	
-1.177820e-01	2.645852e-01	
1.353586e-01	2.039016e-01	
2.903804e-01	4.869730e-02	
2.328306e-01	-1.525954e-01	
-1.462842e-02	-2.450582e-01	
-2.566540e-01	-2.002244e-01	
-4.140055e-01	-1.209207e-01	
-4.971377e-01	-5.908806e-02	
-5.306728e-01	4.422971e-02	
-4.071085e-01	2.000231e-01	
-1.292814e-01	2.655848e-01	
1.249014e-01	2.049626e-01	
2.810219e-01	5.244869e-02	
2.298931e-01	-7.848762e-02	
1.242340e-01	-3.100883e-02	
1.682548e-01	7.230833e-02	
2.691500e-01	8.807367e-02	
3.445181e-01	-6.584240e-03	
2.559605e-01	-1.050778e-01	
1.345024e-01	-4.182805e-02	
1.726651e-01	6.849606e-02	
2.717858e-01	8.710401e-02	
3.469842e-01	-6.315625e-03	
2.591290e-01	-1.044004e-01	
1.383176e-01	-4.122374e-02	
1.770353e-01	6.901177e-02	
2.766245e-01	8.754237e-02	
3.522224e-01	-5.927338e-03	
2.647348e-01	-1.040151e-01	
1.443162e-01	-4.079736e-02	
1.834829e-01	6.948940e-02	
2.835667e-01	8.805476e-02	
3.596822e-01	-8.110866e-03	
2.672964e-01	-1.766354e-01	
6.530738e-03	-2.534500e-01	
-2.390103e-01	-2.017528e-01	
-3.959353e-01	-1.197352e-01	
-4.771558e-01	-5.676222e-02	
-5.079873e-01	4.690286e-02	
-3.818216e-01	2.025874e-01	
-1.015133e-01	2.680344e-01	
1.550370e-01	2.072960e-01	
3.134020e-01	5.201683e-02	
2.591062e-01	-1.493839e-01	
1.476843e-02	-2.419874e-01	
-2.242902e-01	-1.972973e-01	
-3.788133e-01	-1.181289e-01	
-4.592542e-01	-5.643548e-02	
-4.902443e-01	4.672293e-02	
-3.643121e-01	2.023357e-01	
-8.430543e-02	2.677207e-01	
1.718878e-01	2.069321e-01	
3.298516e-01	5.160140e-02	
2.750962e-01	-1.498686e-01	
3.021953e-02	-2.425597e-01	
-2.094730e-01	-1.979665e-01	
-3.647275e-01	-1.188837e-01	
-4.459722e-01	-5.724818e-02	
-4.778080e-01	4.587732e-02	
-3.527438e-01	2.014696e-01	
-7.362235e-02	2.668355e-01	
1.816662e-01	2.060254e-01	
3.387035e-01	5.068417e-02	
2.830240e-01	-1.507573e-01	
3.727966e-02	-2.433663e-01	
-2.031711e-01	-1.986577e-01	
-3.590612e-01	-1.194668e-01	
-4.408468e-01	-5.776488e-02	
-4.731845e-01	4.536437e-02	
-3.486528e-01	2.009005e-01	
-7.014452e-02	2.661845e-01	
1.844490e-01	2.053119e-01	
3.407492e-01	5.259414e-02	
2.896231e-01	-7.849678e-02	
1.838343e-01	-3.113580e-02	
2.276225e-01	7.208500e-02	
3.281958e-01	8.775298e-02	
4.031371e-01	-7.021168e-03	
3.140258e-01	-1.056595e-01	
1.918524e-01	-4.258572e-02	
2.291109e-01	6.755268e-02	
3.271465e-01	8.598901e-02	
4.010994e-01	-1.022891e-02	
3.065647e-01	-1.787915e-01	
4.356432e-02	-2.556771e-01	
-2.042634e-01	-2.040185e-01	
-3.634963e-01	-1.220242e-01	
-4.470458e-01	-5.907927e-02	
-4.802370e-01	4.455161e-02	
-3.564644e-01	2.002054e-01	
-7.857302e-02	2.656349e-01	
1.755534e-01	2.048949e-01	
3.315028e-01	4.961675e-02	
2.747895e-01	-1.517965e-01	
2.801559e-02	-2.444165e-01	
-2.134892e-01	-1.997286e-01	
-3.704483e-01	-1.205432e-01	
-4.532970e-01	-5.881742e-02	
-4.866540e-01	4.437251e-02	
-3.630622e-01	1.999991e-01	
-8.539067e-02	2.653896e-01	
1.684775e-01	2.046173e-01	
3.241428e-01	4.933006e-02	
2.671536e-01	-1.520582e-01	
2.014596e-02	-2.446345e-01	
-2.215467e-01	-1.999060e-01	
-3.786581e-01	-1.206899e-01	
-4.616331e-01	-5.894074e-02	
-4.950953e-01	4.428061e-02	
-3.715668e-01	1.999524e-01	
-9.390995e-02	2.653822e-01	
1.599735e-01	2.046390e-01	
3.156824e-01	5.201943e-02	
2.640437e-01	-7.901190e-02	
1.577839e-01	-3.161229e-02	
2.011375e-01	7.164966e-02	
3.013228e-01	8.736864e-02	
3.759323e-01	-7.347030e-03	
2.865506e-01	-1.059350e-01	
1.641467e-01	-4.283499e-02	
2.011874e-01	6.731516e-02	
2.990165e-01	8.576807e-02	
3.727852e-01	-1.041148e-02	
2.781211e-01	-1.789031e-01	
1.507855e-02	-2.557004e-01	
-2.327020e-01	-2.039587e-01	
-3.918107e-01	-1.218929e-01	
-4.751704e-01	-5.888632e-02	
-5.081144e-01	4.479937e-02	
